Headline,Body ID,Stance
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",572,disagree
Rapper identified as James Foley's executioner: reports,572,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,572,unrelated
The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,572,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,572,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,572,unrelated
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",572,unrelated
KANE'S FUTURE IN WINNIPEG IN DOUBT?,572,unrelated
Microsoft's Silicon Valley campus now guarded by Daleks,572,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,572,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,572,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",572,unrelated
Man chops off own penis after being dumped by his girlfriend,572,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",572,disagree
Here Are Microsoft's New Robot Security Guards,572,unrelated
Robot security guards now patrolling Microsoft's Silicon Valley campus,572,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,572,unrelated
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",572,unrelated
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,572,unrelated
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,573,discuss
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,573,unrelated
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',573,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,573,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",573,unrelated
Kurds Deny Gill Rosenberg was in Kobane,573,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,573,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,573,unrelated
Conflicting reports on alleged IS capture of Canadian woman,573,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,573,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",573,discuss
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",573,unrelated
Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,573,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",573,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,573,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,573,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",573,unrelated
Isilkulskom student has gained superhero powers after shock,573,unrelated
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",573,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,573,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',573,unrelated
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,573,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,573,discuss
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,573,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,573,unrelated
Canadian-Israeli Woman Says She Hasn’t Been Captured By ISIS,573,unrelated
'No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,573,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",573,unrelated
Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS,573,unrelated
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",573,unrelated
Report: Christian Bale Will Play Steve Jobs,574,unrelated
Report: Christian Bale Drops Out Of Steve Jobs Biopic,574,unrelated
"Don't forget to tip...especially if you spend $300,000",574,unrelated
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,574,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,574,unrelated
Christian Bale to Play Steve Jobs in New Movie,574,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,574,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,574,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),574,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",574,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,574,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",574,unrelated
"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",574,unrelated
Christian Bale Won't Play Steve Jobs After All,574,unrelated
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,574,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,574,discuss
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,574,unrelated
Apple Watch battery will require nightly charging,574,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,574,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",574,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,574,unrelated
Christian Bale Is Steve Jobs,574,unrelated
This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift,574,unrelated
Christian Bale quits Steve Jobs movie,574,unrelated
Government fires employee who skipped work for 24 years,574,unrelated
Christian Bale will not play Steve Jobs,574,unrelated
Christian Bale won't play Steve Jobs,574,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,574,unrelated
Christian Bale Exits Steve Jobs Movie (Exclusive),574,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,574,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,574,unrelated
Christian Bale Pulls Out of Upcoming Steve Jobs Biopic,574,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,574,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",578,discuss
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,578,discuss
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,578,discuss
James Foley remembered as 'brave and tireless' journalist,578,discuss
ISIL video claims beheading of kidnapped journalist James Foley,578,discuss
Doctors confirmed the first case of death from ingesting GMOs,578,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,578,discuss
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,578,discuss
Militant Group Says It Killed American Journalist in Syria,578,discuss
Missing American journalist reportedly beheaded by Islamic State ,578,discuss
ISIL Beheads American Photojournalist in Iraq,578,discuss
Video shows ISIL beheading of photojournalist James Foley,578,discuss
US officials: Video shows American's execution,578,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",578,discuss
First Human Death Confirmed From Eating GMO [Satire],578,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",581,agree
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",581,agree
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,582,discuss
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,582,discuss
Rapper identified as James Foley's executioner: reports,583,discuss
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",583,discuss
Former British Rapper Reportedly Under Investigation for James Foley Beheading,583,discuss
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",583,discuss
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,583,discuss
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,583,discuss
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,583,discuss
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,583,discuss
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",585,unrelated
Vogue's new digs are reportedly swarming with rats,585,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',585,unrelated
"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",585,agree
Kurds fear Isis use of chemical weapon in Kobani,585,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,585,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,585,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,585,unrelated
Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,585,unrelated
Does Vogue's New Office Have a Rat Infestation?,585,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,585,agree
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,585,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,585,unrelated
The rats eat Prada at Vogue NY office,585,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,585,unrelated
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,585,unrelated
"Rats at Vogue's NYC offices - watch your step, Anna Wintour",585,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,585,agree
Vogue’s Rat Infestation: Disturbing New Details,585,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,585,unrelated
Lebanon 'holding IS leader's daughter and ex-wife',585,unrelated
"So, There Might Be a Rat Infestation at Vogue",585,unrelated
"In Vogue vs Rats War, the Rats Are Winning",585,unrelated
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,585,agree
SEE IT: California homeless man uses $100 gift to give food to others,585,unrelated
WTC rats scare off Anna Wintour,585,unrelated
Rats are still running around at Vogue,585,unrelated
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',585,unrelated
Now the Vogue Rats Are Chewing Through Couture,585,unrelated
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,585,unrelated
ISIS leader ‘killed’ in US airstrikes,586,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,586,unrelated
Nicaragua says meteorite probable cause of blast in capital,586,unrelated
Meteorite 'caused mysterious boom in Nicaragua',586,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",586,unrelated
ISIS supporters mourn death of ‘youngest fighter’,586,unrelated
"Managua explosion not a meteorite, NASA suggests",586,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,586,unrelated
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,586,unrelated
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),586,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,586,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,586,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,586,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,586,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,586,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,586,unrelated
"Meteorite makes big crater in Nicaragua, government says",586,unrelated
Founding Fathers-Era Time Capsule Found in Boston,586,unrelated
Meteorite strike in Nicaragua puzzles experts,586,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",586,unrelated
Google said to buy six silicon valley buildings for $585 million,586,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,586,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,586,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,586,unrelated
Seth Rogen Is Woz,586,discuss
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",586,unrelated
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,586,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,586,unrelated
Small Meteorite Hits Managua,586,unrelated
"Small meteorite strikes Nicaragua, government says",586,unrelated
See the Crater a Meteorite Made in Nicaragua,586,unrelated
Google Grows With $1.6 Billion in California Office Deals,586,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,586,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],586,discuss
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,586,unrelated
Sugarhill Gang rapper Big Bank Hank dies at age 57,586,unrelated
Chugging eggnog at office party lands man in hospital,586,unrelated
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",586,unrelated
Lebanon confirms holding ISIS chief’s kin,586,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,586,unrelated
Questions raised over Nicaragua 'meteorite',586,unrelated
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,586,discuss
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",586,unrelated
"Tour, agent: Tiger Woods not banned",586,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,586,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,586,unrelated
"Suspected meteorite leaves crater in Managua, is linked to asteroid",586,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,586,unrelated
"Nun gives birth, intends to keep baby",586,unrelated
Google Said to Buy Redwood City Offices for $585 Million,586,unrelated
Scientists Doubt That Meteor Caused Crater In Nicaragua,586,unrelated
Doubts cast over Nicaragua meteorite claim,586,unrelated
Google to Buy Redwood City Offices for $585M,586,unrelated
Seth Rogen to Play Apple’s Steve Wozniak,586,discuss
"Google seals massive Sunnyvale, Redwood City deals",586,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,586,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,586,unrelated
Large space object slams Nicaragua’s capital as asteroid passes Earth,586,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",586,unrelated
400 men cut their testicles off believing it would help them meet God,586,unrelated
ISIL militant 'Jihadi John' named by media,586,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",586,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",586,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,586,unrelated
Kim Jong-un drinks rare snake wine to boost love life!,587,unrelated
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,587,unrelated
Kim Jong-un necks litres of rare SNAKE wine because he's too fat to please his wife,587,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,587,unrelated
'Snake wine' to the rescue of Kim Jong-un's love life,587,unrelated
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,587,agree
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",587,agree
Cameron vows to hunt down IS 'monsters' after Haines murder,588,agree
Sushi lover's entire body left riddled with WORMS after eating contaminated sashimi,588,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",588,agree
"Hostage David Haines' Murder 'Evil', PM Says",588,agree
"Apple Watch Specs Tipped; Said to Feature 512MB RAM, 4GB of Storage",589,discuss
Spec leak suggests Apple Watch will be on par with Android Wear rivals,589,discuss
Rapper identified as James Foley's executioner: reports,591,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,591,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),591,discuss
Man chops off own penis after being dumped by his girlfriend,591,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",591,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,591,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,591,agree
Christian Bale will not play Steve Jobs,591,agree
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,591,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,591,unrelated
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,591,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,591,agree
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",591,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,591,disagree
British rapper a suspect in ISIS beheading,591,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,591,unrelated
Gateway Pundit,591,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,591,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,591,unrelated
Rapper identified as James Foley's executioner: reports,591,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,591,unrelated
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,591,disagree
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",591,unrelated
Report: British intelligence has identified Foley's killer,591,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,591,unrelated
Christian Bale won't play Steve Jobs,591,agree
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",591,unrelated
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",591,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",591,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,591,unrelated
Former British Rapper Reportedly Under Investigation for James Foley Beheading,592,unrelated
ISIS Getting Ebola,592,unrelated
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,592,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",592,unrelated
Prisoner Released in Bergdahl Exchange Tried to Reconnect With Taliban,592,unrelated
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",592,unrelated
British rapper a suspect in ISIS beheading,592,unrelated
Rapper identified as James Foley's executioner: reports,592,unrelated
Man chops off his own penis after girlfriend told him he was no good in bed,592,agree
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,592,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,592,agree
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,592,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,592,unrelated
Guantanamo detainee freed in Bowe Bergdahl swap 'back to terrorism',592,unrelated
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,592,unrelated
Jilted lover chops off his penis after girlfriend dumps him,592,agree
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,592,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,592,unrelated
Guantanamo detainee who was swapped in prisoner deal for Bowe Bergdahl 'tried to rejoin 'Al Qaeda',592,unrelated
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,592,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,592,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,592,unrelated
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,592,unrelated
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",592,unrelated
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,592,unrelated
Report: British intelligence has identified Foley's killer,592,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",592,unrelated
James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,592,unrelated
Man chops off own penis after being dumped by his girlfriend,592,agree
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,592,unrelated
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",592,unrelated
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",592,agree
Rapper identified as James Foley's executioner: reports,592,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,592,unrelated
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,592,unrelated
Gateway Pundit,592,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",592,unrelated
Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,592,unrelated
"Tiger Woods is not on suspension for failing a drug test, his agent and a PGA official say",593,discuss
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,593,discuss
Tiger Woods serving secret PED suspension?,593,discuss
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,593,discuss
Source: Tom Brokaw Wants Brian Williams Fired,595,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,595,unrelated
Luke Somers 'killed in failed rescue attempt in Yemen',595,unrelated
Soldier shot in Ottawa at War Memorial,595,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,595,unrelated
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,595,unrelated
Soldier shot at War Memorial; multiple shots fired in Parliament,595,unrelated
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,595,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,595,unrelated
BREAKING: Soldier shot at War Memorial in Ottawa,595,unrelated
Kurds fear Isis use of chemical weapon in Kobani,595,unrelated
Not coming to a store near you: The pumpkin spice condom,595,unrelated
Comcast Declares War on Tor?,595,discuss
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,595,unrelated
Soldier shot near Canadian parliament building,595,unrelated
Iraqi social-media rumors claim IS leader slain,595,unrelated
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",595,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",595,unrelated
Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,595,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,595,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",595,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",595,unrelated
"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament",595,unrelated
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",595,discuss
Soldier shot at war memorial in Canada,595,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,595,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",598,agree
Rapper Big Bank Hank of Sugarhill Gang dies at 57,598,agree
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,598,agree
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,599,unrelated
Saudi fatwa banning snowmen triggers heated debate,599,unrelated
Saudi cleric issues fatwa against building snowmen,599,unrelated
Saudi Arabian cleric issues fatwa against snowmen,599,unrelated
Saudi cleric condemns snowmen as anti-Islamic,599,unrelated
Saudi Arabia 'fatwa over building of snowmen',599,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,599,discuss
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,599,discuss
Saudi cleric says snowmen are anti-Islamic,599,unrelated
Saudi cleric condemns snowmen as anti-Islamic,599,unrelated
Saudi cleric issues fatwa on snowmen,599,unrelated
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,599,unrelated
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,599,discuss
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,600,discuss
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",600,discuss
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,600,discuss
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,600,discuss
Nigeria says it has deal with Boko Haram to release kidnapped girls,600,discuss
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",600,discuss
"Boko Haram agrees to ceasefire, release of school girls",600,discuss
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",600,discuss
Nigeria says ceasefire agreed with Boko Haram,600,discuss
Insurgents killed in Nigeria despite alleged truce with Boko Haram,600,discuss
1901 Boston time capsule yields small red book,601,unrelated
Small Meteorite Strikes in Nicaragua's Capital City of Managua,601,disagree
NASA Raises Doubts About Reports of Nicaraguan Meteorite,601,agree
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",601,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,601,disagree
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,601,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",601,disagree
Questions raised over Nicaragua 'meteorite',601,discuss
Founding Fathers-Era Time Capsule Found in Boston,601,unrelated
"Meteorite makes big crater in Nicaragua, government says",601,disagree
Meteorite strike in Nicaragua puzzles experts,601,disagree
"""Oldest Time Capsule"" in U.S. Unearthed in Boston",601,unrelated
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",601,unrelated
State House time capsule from 1795 unearthed,601,unrelated
Small red book among finds in 113-year-old Boston time capsule,601,unrelated
Paul Revere's 1795 time capsule unearthed,601,unrelated
Time Capsule from Paul Revere and Samuel Adams Discovered in Boston,601,unrelated
"No, it's not Tiger Woods selling an island in Lake Mälaren",604,disagree
For sale: Tiger's former island in Sweden,604,agree
"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model",607,unrelated
"Want a Gold Apple Watch? All You Need is $5,000",607,unrelated
WSJ: Apple cut watch health features due to erratic sensors,607,unrelated
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",607,agree
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",607,unrelated
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",607,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",607,unrelated
"Apple Watch Stainless Steel variant reportedly priced at $500, $4,000 for the gold variant",607,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,607,agree
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,607,unrelated
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",607,unrelated
"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",607,unrelated
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",607,unrelated
Apple Watch won’t be the digital doctor it could have been,607,unrelated
Report: British intelligence has identified Foley's killer,607,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,607,discuss
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",607,unrelated
ISIL Beheads American Photojournalist in Iraq,608,discuss
